family,id,source,source_line,summary,primary_task,supporting_tasks,evidence_status
REQ-SET,REQ-SET-143,docs/game_gdd.md,734,"While winter is active, the system shall multiply hunger demand by 1.20 and use winter ecological availability even if the camera is indoors.",task07,task03;task10,NOT_ASSESSED
REQ-SET,REQ-SET-144,docs/game_gdd.md,735,"While hard freeze is active, the system shall apply the explicit clothing/exposure rules and prevent unsafe boat departures.",task07,task06;task08,NOT_ASSESSED
REQ-SET,REQ-SET-145,docs/game_gdd.md,736,"When an event ends, the system shall remove its temporary modifiers without restoring crop health, consumed stocks, or injuries already incurred.",task03,task08,NOT_ASSESSED
REQ-SET,REQ-SET-146,docs/game_gdd.md,737,"If food-days fall below 1 during winter, then the system shall raise a critical alert and offer the listed emergency actions without applying them automatically.",task07,task10,NOT_ASSESSED
REQ-SET,REQ-SET-147,docs/game_gdd.md,738,"If fuel-days fall below 2 while forecast temperature<0°C, then the system shall warn with the estimated last heated hour and affected homes.",task07,,NOT_ASSESSED
REQ-SET,REQ-SET-148,docs/game_gdd.md,739,"While an outdoor station is dark and unlit, the system shall apply the 0.75 work factor and expose it in the job breakdown.",task07,task04;task06,NOT_ASSESSED
REQ-SET,REQ-SET-149,docs/game_gdd.md,740,"When the first winter begins, the system shall display a dismissible preparation summary with ready food-days, fuel-days, warm beds, and outdoor staffing.",task07,task06;task10,NOT_ASSESSED
REQ-SET,REQ-SET-150,docs/game_gdd.md,741,"The system shall derive winter failure from hunger, exposure, illness/injury, labor loss, and departure rules rather than an undisclosed winter death percentage.",task07,task08,NOT_ASSESSED
REQ-SET,REQ-SET-151,docs/game_gdd.md,763,"When an immigration event occurs, the system shall create a reviewable candidate list and show housing, food, and labor consequences before acceptance.",task08,task07;task10,NOT_ASSESSED
REQ-SET,REQ-SET-152,docs/game_gdd.md,764,"If accepting candidates exceeds living capacity or valid spare beds, then the system shall cap the selection and explain the limit; the population cap cannot be overridden.",task08,task06,NOT_ASSESSED
REQ-SET,REQ-SET-153,docs/game_gdd.md,765,"When an accepted resident arrives, the system shall allocate a new persistent ID and valid bed and initialize the declared skills, needs, and equipment.",task08,task04;task06;task09;task10,NOT_ASSESSED
REQ-SET,REQ-SET-154,docs/game_gdd.md,766,"When a milestone's complete conditions are met, the system shall unlock its catalog entries once and record the triggering tick.",task08,task04,NOT_ASSESSED
REQ-SET,REQ-SET-155,docs/game_gdd.md,767,"When M4 completes, the system shall award the Hearth Charter, pause for the completion screen, and allow continuation of the same save.",task08,task04;task09;task10,NOT_ASSESSED
REQ-SET,REQ-SET-156,docs/game_gdd.md,768,"If living resident count reaches 0, then the system shall pause on settlement collapse and offer load save or return to menu without overwriting the previous autosave.",task08,task04;task05;task09;task10,NOT_ASSESSED
REQ-SET,REQ-SET-157,docs/game_gdd.md,769,"When Warden Rowan or a later Warden dies/leaves, the system shall allow appointment of any living resident and preserve the settlement.",task08,task07,NOT_ASSESSED
REQ-SET,REQ-SET-158,docs/game_gdd.md,770,"The system shall support manual saves, five rotating daily autosaves, a separate prewinter save, and a separate pre-major-demolition quicksave.",task09,task06;task07;task10,NOT_ASSESSED
REQ-SET,REQ-SET-159,docs/game_gdd.md,771,"When saving, the system shall serialize authoritative state, RNG streams, inventories/reservations, relationship edges, event schedule, job progress, unlocks, and pending commands at a tick boundary.",task09,task04;task06;task08,NOT_ASSESSED
REQ-SET,REQ-SET-160,docs/game_gdd.md,772,"When loading, the system shall validate ruleset/map/catalog versions and rebuild navigation/render state before resuming, preserving simulation hashes after the next tick.",task09,task04;task05;task07;task10,NOT_ASSESSED
REQ-SET,REQ-SET-161,docs/game_gdd.md,773,"If a save is incompatible or corrupted, then the system shall retain the file, report the reason, and offer other saves without attempting a partial world load.",task09,task04;task10,NOT_ASSESSED
REQ-SET,REQ-SET-162,docs/game_gdd.md,774,"The system shall store per resident data in packed columns, batch job/path queries, and keep per-frame UI updates independent from hourly/day-level simulation.",task10,task04;task05;task08,NOT_ASSESSED
REQ-SET,REQ-SET-163,docs/game_gdd.md,775,"While 256 residents are active at 1× or 4×, the system shall satisfy the qualification budgets below on the Windows reference floor before claiming support for that configuration.",task10,task07;task08,NOT_ASSESSED
REQ-SET,REQ-SET-164,docs/game_gdd.md,776,"When a performance budget fails, the system shall expose the failing subsystem and reduce speed as defined, without reducing offscreen need/ecology accuracy.",task10,task03;task04,NOT_ASSESSED
REQ-SET,REQ-SET-165,docs/game_gdd.md,796,"When a new tutorial step becomes active, the system shall highlight one actionable element and explain its economic purpose without blocking unrelated play.",task10,,NOT_ASSESSED
REQ-SET,REQ-SET-166,docs/game_gdd.md,797,"When the player opens an advanced panel early, the system shall allow inspection and show unlock requirements rather than concealing the underlying rule.",task10,,NOT_ASSESSED
REQ-SET,REQ-SET-167,docs/game_gdd.md,798,"If a tutorial target is destroyed or unavailable, then the system shall substitute another valid target of the same action or mark the step recoverable, never lock progression permanently.",task10,,NOT_ASSESSED
REQ-SET,REQ-SET-168,docs/game_gdd.md,799,"When the player skips the tutorial, the system shall reveal all basic management panels and retain normal gameplay unlock conditions.",task10,,NOT_ASSESSED
REQ-SET,REQ-SET-169,docs/game_gdd.md,829,"If any edge case in the table occurs, then the system shall apply its declared resolution and expose the cause in the relevant panel/notice.",task10,,NOT_ASSESSED
REQ-SET,REQ-SET-170,docs/game_gdd.md,830,"When relief seeds are requested, the system shall enforce one pouch/world-year, show its next-dawn arrival, and record a non punitive assistance event.",task03,task04;task10,NOT_ASSESSED
REQ-SET,REQ-SET-171,docs/game_gdd.md,831,"When a resident becomes incapacitated, the system shall prioritize rescue to a reachable bed and then treatment, allowing another resident to carry one casualty at 50% movement speed.",task08,task04;task05;task06,NOT_ASSESSED
REQ-SET,REQ-SET-172,docs/game_gdd.md,832,"While a severity 1 injury is untreated, the system shall prevent hazardous work and remove 1 health/hour; severity 2 shall remove 4/hour until treatment.",task08,,NOT_ASSESSED
REQ-SET,REQ-SET-173,docs/game_gdd.md,833,"When treatment consumes herb 1+cloth 0.5 and completes 60 WU, the system shall clear the aggregate injury and restore 10 health, capped 100; treatment can occur at a field landing point or a bed.",task08,task05;task06,NOT_ASSESSED
REQ-SET,REQ-SET-174,docs/game_gdd.md,834,"If the last resident is injured but conscious, then the system shall allow self-treatment at 120 WU when supplies are reachable; unconscious self-rescue is impossible.",task08,task05,NOT_ASSESSED
REQ-SET,REQ-SET-175,docs/game_gdd.md,835,"When a critical condition resolves, the system shall clear its active alert and retain its acknowledged/resolved history record.",task08,task10,NOT_ASSESSED
REQ-SET,REQ-SET-176,docs/game_gdd.md,870,"Where a future transfer consumer is absent, the system shall hide transfer execution UI and retain all settlement simulation behavior.",task10,,NOT_ASSESSED
REQ-SET,REQ-SET-177,docs/game_gdd.md,871,"When a transfer is prepared, the system shall reserve residents/items atomically and expose a reviewable manifest without removing them before commit.",task09,task08,NOT_ASSESSED
REQ-SET,REQ-SET-178,docs/game_gdd.md,872,"If a transfer is cancelled or rejected, then the system shall restore availability exactly once and leave all persistent IDs and lot ages unchanged.",task09,task06,NOT_ASSESSED
REQ-SET,REQ-SET-179,docs/game_gdd.md,873,"When a resident returns, the system shall map persistent identity into a free local slot and restore carried state without resetting learned skills or relationships.",task09,task05;task06;task08,NOT_ASSESSED
REQ-SET,REQ-SET-180,docs/game_gdd.md,874,The system shall separate shared species/item/identity schemas from settlement-only need/job/room schemas and future battle-only components.,task09,task04;task06,NOT_ASSESSED
REQ-SET,REQ-SET-181,docs/game_gdd.md,875,"The system shall keep economic outcomes independent of visual actor count, camera visibility, animation LOD, and future rendering implementation.",task10,,NOT_ASSESSED
UI-SET,UI-SET-001,docs/ui_ux_controls.md,165,Resource cluster: “Settlement resources”; ALWAYS; compact composition in narrow,task04,task10,NOT_ASSESSED
UI-SET,UI-SET-002,docs/ui_ux_controls.md,166,Food counter: “Ready food: ”+food_days.to_fixed(2)+“ days; ”+ready_NP+“ nutrition”; ALWAYS; opens food ledger; critical icon<1 day,task07,task10,NOT_ASSESSED
UI-SET,UI-SET-003,docs/ui_ux_controls.md,167,Fuel counter: “Heating fuel: ”+fuel_days+“ days” or no-demand state; ALWAYS except narrow ledger; opens fuel breakdown,task07,task10,NOT_ASSESSED
UI-SET,UI-SET-004,docs/ui_ux_controls.md,168,Wood counter: “Wood: ”+available_U+“ available; ”+reserved_U+“ reserved”; ALWAYS except narrow ledger; opens item lots,task06,task10,NOT_ASSESSED
UI-SET,UI-SET-005,docs/ui_ux_controls.md,169,Stone counter: Same formatter for Stone; Same,task06,task10,NOT_ASSESSED
UI-SET,UI-SET-006,docs/ui_ux_controls.md,170,Population counter: “Residents: ”+living+“ of 256; ”+idle+“ idle”; ALWAYS; opens roster,task08,task10,NOT_ASSESSED
UI-SET,UI-SET-007,docs/ui_ux_controls.md,171,Bed counter: “Beds: ”+used+“ assigned; ”+free+“ free; ”+warm+“ warm”; ALWAYS except narrow ledger; opens housing,task06,task10,NOT_ASSESSED
UI-SET,UI-SET-008,docs/ui_ux_controls.md,172,Expand resources: “Open all resources”; ALWAYS; toggle 009,task06,task10,NOT_ASSESSED
UI-SET,UI-SET-009,docs/ui_ux_controls.md,173,"Resource ledger: “Resource ledger”; CONDITION 008; groups ready food, potential food, fuel, materials, seeds; close 093",task06,task03;task07;task10,NOT_ASSESSED
UI-SET,UI-SET-010,docs/ui_ux_controls.md,174,Alert stack: “Active settlement alerts”; CONDITION active alerts; empty does not block world,task04,task10,NOT_ASSESSED
UI-SET,UI-SET-011,docs/ui_ux_controls.md,175,Alert card: Severity+message+source+resolution action; CONDITION; click focuses source/detail; acknowledge via history,task04,task10,NOT_ASSESSED
UI-SET,UI-SET-012,docs/ui_ux_controls.md,176,"Notice history: “Notification history, ”+filtered_count+“ entries”; CONDITION UI-SET-102 activation; filter 075, rows 011",task04,task10,NOT_ASSESSED
UI-SET,UI-SET-013,docs/ui_ux_controls.md,177,Time cluster: “Time and season”; ALWAYS,task04,task07;task10,NOT_ASSESSED
UI-SET,UI-SET-014,docs/ui_ux_controls.md,178,Pause button: “Pause simulation”/“Resume at ”+requested_speed; ALWAYS; selected when effective paused; reason in description,task04,task10,NOT_ASSESSED
UI-SET,UI-SET-015,docs/ui_ux_controls.md,179,"Speed 1: “Normal speed, one times”; ALWAYS; set requested 1; does not clear other pause reasons",task04,task10,NOT_ASSESSED
UI-SET,UI-SET-016,docs/ui_ux_controls.md,180,Speed 2: “Double speed”; ALWAYS; same,task04,task10,NOT_ASSESSED
UI-SET,UI-SET-017,docs/ui_ux_controls.md,181,Speed 4: “Quadruple speed”; ALWAYS; same; overload explanation if limited,task04,task09;task10,NOT_ASSESSED
UI-SET,UI-SET-018,docs/ui_ux_controls.md,182,"Calendar: “Year ”+year+“, ”+season+“, day ”+day+“, ”+hour 24; CONDITION UI-SET-101 activation; opens 071 forecast",task04,task03;task07;task10,NOT_ASSESSED
UI-SET,UI-SET-019,docs/ui_ux_controls.md,183,Menu button: “Game menu”; ALWAYS; opens 078 menu variant; adds MENU,task10,,NOT_ASSESSED
UI-SET,UI-SET-020,docs/ui_ux_controls.md,184,Minimap frame: “Settlement minimap”; ALWAYS; toggle with M; hidden state has restore button 022,task05,task10,NOT_ASSESSED
UI-SET,UI-SET-021,docs/ui_ux_controls.md,185,Minimap view: “Map. Current focus ”+tile_coordinate+“. Enter to move camera.”; ALWAYS when 020; pointer click pans; keyboard uses 087 world list,task05,task04;task10,NOT_ASSESSED
UI-SET,UI-SET-022,docs/ui_ux_controls.md,186,Map layers: “Minimap layers and visibility”; ALWAYS; opens layers in 096,task05,task10,NOT_ASSESSED
UI-SET,UI-SET-023,docs/ui_ux_controls.md,187,World surface: “Settlement world; use world list for keyboard navigation”; ALWAYS; not a fullscreen UI hit block,task04,task05;task10,NOT_ASSESSED
UI-SET,UI-SET-024,docs/ui_ux_controls.md,188,"Selection ring: Entity name announced by selection, ring excluded; SELECTED; gold solid ring+short health strip if injured",task04,task08;task10,NOT_ASSESSED
UI-SET,UI-SET-025,docs/ui_ux_controls.md,189,Box selection: “Selecting residents: ”+candidate_count; WORLD_TOOL; INK 2 px outer/GOLD 1 px inner; fill GOLD alpha 0.08,task04,task06;task08;task10,NOT_ASSESSED
UI-SET,UI-SET-026,docs/ui_ux_controls.md,190,Command strip: “Commands for ”+selection_summary; ALWAYS; global tools when empty; wrap buttons,task04,task06;task10,NOT_ASSESSED
UI-SET,UI-SET-027,docs/ui_ux_controls.md,191,Build command: “Build exterior structures”; ALWAYS; opens 052,task06,task04;task10,NOT_ASSESSED
UI-SET,UI-SET-028,docs/ui_ux_controls.md,192,Zone command: “Designate work or conservation zone”; ALWAYS; opens 059,task04,task03;task10,NOT_ASSESSED
UI-SET,UI-SET-029,docs/ui_ux_controls.md,193,Jobs command: “Set job priorities and schedules”; ALWAYS; opens 070,task04,task10,NOT_ASSESSED
UI-SET,UI-SET-030,docs/ui_ux_controls.md,194,Food command: “Manage recipes and food orders”; ALWAYS; opens 060,task07,task04;task10,NOT_ASSESSED
UI-SET,UI-SET-031,docs/ui_ux_controls.md,195,Residents command: “View residents”; ALWAYS; opens roster rows 069,task08,task04;task10,NOT_ASSESSED
UI-SET,UI-SET-032,docs/ui_ux_controls.md,196,Feast command: “Plan a feast”; M1; opens 063,task08,task04;task10,NOT_ASSESSED
UI-SET,UI-SET-033,docs/ui_ux_controls.md,197,Objectives command: “Hearth Charter objectives”; ALWAYS; opens progress in 051/071,task08,task04;task10,NOT_ASSESSED
UI-SET,UI-SET-034,docs/ui_ux_controls.md,198,"Demolish command: “Demolish ”+building_name+“; review evacuation and refund”; SELECTED building; opens confirmation, never immediate destruction",task06,task04;task08;task10,NOT_ASSESSED
UI-SET,UI-SET-035,docs/ui_ux_controls.md,199,Upgrade command: “Upgrade or repair ”+building_name; SELECTED eligible building; locked reason if missing materials,task06,task04;task08;task10,NOT_ASSESSED
UI-SET,UI-SET-036,docs/ui_ux_controls.md,200,Context detail: “Details: ”+entity_or_zone_name; SELECTED; closed by 093; drawer in narrow,task04,task08;task10,NOT_ASSESSED
UI-SET,UI-SET-037,docs/ui_ux_controls.md,201,Detail title: Full entity name/status; SELECTED; title 20/600 override; click center-camera,task04,task08;task10,NOT_ASSESSED
UI-SET,UI-SET-038,docs/ui_ux_controls.md,202,Detail tabs: Tab name+“ tab ”+index+“ of ”+count; SELECTED; wrap 2 rows; selected panel one at a time,task04,task08;task10,NOT_ASSESSED
UI-SET,UI-SET-039,docs/ui_ux_controls.md,208,Need row: Need name+value/100+“ percent; ”+hourly_change+“ per hour”; SELECTED resident; click explains decay/restoration,task08,task07;task10,NOT_ASSESSED
UI-SET,UI-SET-040,docs/ui_ux_controls.md,209,Skill row: Skill+level+“; ”+XP+“ of ”+next_XP; SELECTED resident,task04,task05;task08;task10,NOT_ASSESSED
UI-SET,UI-SET-041,docs/ui_ux_controls.md,210,"Priority cell: Resident+job+priority word;0 means forbidden; WORKSPACE 070/selected resident; click cycles 1,2,3,4,0; Shift click reverse",task04,task08;task10,NOT_ASSESSED
UI-SET,UI-SET-042,docs/ui_ux_controls.md,211,Schedule grid: Resident+hour+activity; WORKSPACE;24 columns with horizontal scroll if needed; keyboard arrow/select/paint,task04,task08;task10,NOT_ASSESSED
UI-SET,UI-SET-043,docs/ui_ux_controls.md,212,Lot row: Item+available/reserved quantity+quality+effective hours remaining+provenance; SELECTED container/ledger; details never hide age,task06,task10,NOT_ASSESSED
UI-SET,UI-SET-044,docs/ui_ux_controls.md,213,Order row: Recipe+mode+target+in progress+blocking reason; SELECTED station/WORKSPACE 060; edit 062,task07,task06;task10,NOT_ASSESSED
UI-SET,UI-SET-045,docs/ui_ux_controls.md,214,Fish stock row: Species+stock percent+quota+closure/reopen date; SELECTED habitat; opens risk/quota,task07,task03;task10,NOT_ASSESSED
UI-SET,UI-SET-046,docs/ui_ux_controls.md,215,Crop stat row: Crop+growth+fertility+moisture+expected yield+harvest date; SELECTED field; warn wrong plant window,task07,task03;task10,NOT_ASSESSED
UI-SET,UI-SET-047,docs/ui_ux_controls.md,216,Room row: Room type+tiles+capacity+temperature+validity cause; SELECTED managed building; click highlights room,task06,task10,NOT_ASSESSED
UI-SET,UI-SET-048,docs/ui_ux_controls.md,217,Relationship row: Other resident+affinity+friend state+last contact; SELECTED resident/social tab,task08,task10,NOT_ASSESSED
UI-SET,UI-SET-049,docs/ui_ux_controls.md,218,Danger consent: “Allow dangerous work for ”+resident_or_zone+“; injury chance ”+chance+“ per 10000 cycles”; CONDITION danger≥2 or hazard policy; never prechecked,task04,task03;task08;task10,NOT_ASSESSED
UI-SET,UI-SET-050,docs/ui_ux_controls.md,219,"Quota slider: “Harvest quota ”+U+“ units per day; protected floor ”+percent; SELECTED habitat/zone; min 0, max catalog quota; intensive policy separate 100",task07,task03;task04;task10,NOT_ASSESSED
UI-SET,UI-SET-051,docs/ui_ux_controls.md,220,Workspace/modal frame: Workspace title; WORKSPACE or MODAL; nonmodal workspace uses no SCRIM/MENU pause unless user chose pause-on-management,task04,task10,NOT_ASSESSED
UI-SET,UI-SET-052,docs/ui_ux_controls.md,221,Build catalog: “Construction catalog”; WORKSPACE 027; category tabs 038/search 075/cards 053,task06,task10,NOT_ASSESSED
UI-SET,UI-SET-053,docs/ui_ux_controls.md,222,Building card: Building name+cost+footprint+worker/room capacity+unlock; WORKSPACE 052; locked cards inspectable; activate placement 054,task06,task08;task10,NOT_ASSESSED
UI-SET,UI-SET-054,docs/ui_ux_controls.md,223,"Placement ghost: “Place ”+type+“ at tile ”+x+z+“; ”+validity; WORLD_TOOL; valid GOLD solid, invalid DANGER hatched, blocked tiles numbered",task06,task04;task10,NOT_ASSESSED
UI-SET,UI-SET-055,docs/ui_ux_controls.md,224,Placement cost strip: Materials available/required+work+adjacency+blockers; WORLD_TOOL; fixed until cancel; values recompute per ghost,task06,task04;task10,NOT_ASSESSED
UI-SET,UI-SET-056,docs/ui_ux_controls.md,225,Rotate placement: “Rotate placement 90 degrees clockwise”; WORLD_TOOL; R key; Shift+R reverses,task06,task04;task10,NOT_ASSESSED
UI-SET,UI-SET-057,docs/ui_ux_controls.md,226,Room tool: “Designate interior rooms”; SELECTED managed building; types 038/paint 059; invalid cells readable,task06,task10,NOT_ASSESSED
UI-SET,UI-SET-058,docs/ui_ux_controls.md,227,Furniture palette: “Furniture catalog”; WORLD_TOOL interior; cards 053 with furniture catalog keys,task06,task04;task10,NOT_ASSESSED
UI-SET,UI-SET-059,docs/ui_ux_controls.md,228,"Zone brush: “Zone type ”+type+“; brush ”+size+“; selected tiles ”+count; WORLD_TOOL; type 038, size 062; conservation distinct hatch",task04,task03;task06;task10,NOT_ASSESSED
UI-SET,UI-SET-060,docs/ui_ux_controls.md,229,Recipe list: “Recipes and production”; WORKSPACE 030; category tabs/filter/cards 061,task07,task10,NOT_ASSESSED
UI-SET,UI-SET-061,docs/ui_ux_controls.md,230,Recipe card: Recipe+inputs+outputs+NP+work+station+unlock; WORKSPACE 060; activate creates/edits order 044,task07,task06;task10,NOT_ASSESSED
UI-SET,UI-SET-062,docs/ui_ux_controls.md,231,Number stepper: Field label+value+minimum+maximum+unit; CONDITION numeric field; minus/plus 32 px hit areas; typed entry; Enter commit,task04,task10,NOT_ASSESSED
UI-SET,UI-SET-063,docs/ui_ux_controls.md,232,Feast planner: “Plan feast; attendees ”+E+“; reserve after feast ”+food days; M1 WORKSPACE; themes 064; confirm 066; errors visible,task08,task07;task10,NOT_ASSESSED
UI-SET,UI-SET-064,docs/ui_ux_controls.md,233,Feast theme picker: Theme name+exact main/second/beverage+buff; WORKSPACE 063; only legal fixed themes; no custom recipe guessing,task08,task07;task10,NOT_ASSESSED
UI-SET,UI-SET-065,docs/ui_ux_controls.md,234,Reserve override: “Allow this feast or immigration despite reserve warning”; CONDITION post action reserves below threshold; default off; expires with dialog,task08,task07;task10,NOT_ASSESSED
UI-SET,UI-SET-066,docs/ui_ux_controls.md,235,Confirm: Action verb+affected quantity; “Confirm demolition”for 034; MODAL/WORKSPACE; disabled while invalid with reason; Enter only when focused,task04,task06;task10,NOT_ASSESSED
UI-SET,UI-SET-067,docs/ui_ux_controls.md,236,Cancel: “Cancel ”+operation; MODAL/WORKSPACE; Esc same; no financial effect before commit,task04,task07;task10,NOT_ASSESSED
UI-SET,UI-SET-068,docs/ui_ux_controls.md,237,Immigration review: “Immigration candidates; ”+selected+“ accepted; ”+spare beds+“ spare beds”; CONDITION immigration event;069 rows;065 override;066 commit,task08,task06;task07;task10,NOT_ASSESSED
UI-SET,UI-SET-069,docs/ui_ux_controls.md,238,Resident row: Name/anonymous label+species+role+mood+health+current job; WORKSPACE/SELECTED; click single; Shift multi; double centers world,task08,task04;task10,NOT_ASSESSED
UI-SET,UI-SET-070,docs/ui_ux_controls.md,239,"Job matrix: “Work priorities”; WORKSPACE 029;11 active job columns, omitting reserved index 3; resident rows 069; cells 041; virtualized",task04,task08;task10,NOT_ASSESSED
UI-SET,UI-SET-071,docs/ui_ux_controls.md,240,"Forecast/chart: Chart title+current value+next change+table alternative; CONDITION forecast/progression; keyboard readable table, not image-only",task07,task10,NOT_ASSESSED
UI-SET,UI-SET-072,docs/ui_ux_controls.md,241,Tutorial card: “Tutorial: ”+step_title+instruction; TUTORIAL; one card; Next 066/Skip 067; does not intercept world outside card,task10,task04,NOT_ASSESSED
UI-SET,UI-SET-073,docs/ui_ux_controls.md,242,"Tooltip: Description associated with owner, not duplicated announcement; CONDITION hover 350 ms/focus 0 ms; clamp inside viewport; IGNORE",task10,task06,NOT_ASSESSED
UI-SET,UI-SET-074,docs/ui_ux_controls.md,243,Focus outline: Excluded; owner provides semantics; CONDITION keyboard focus; never hidden by selected state,task10,,NOT_ASSESSED
UI-SET,UI-SET-075,docs/ui_ux_controls.md,244,Search/filter: “Search ”+collection_name; result count description; WORKSPACE with list; debounce 150 ms UI-time; Esc first clears text only if text field owns it,task10,task04;task08,NOT_ASSESSED
UI-SET,UI-SET-076,docs/ui_ux_controls.md,254,Save browser: “Save and load settlements”; MODAL; Manual/Autosave/Prewinter tabs;077 rows,task09,task07;task10,NOT_ASSESSED
UI-SET,UI-SET-077,docs/ui_ux_controls.md,255,Save row: Settlement+year/season/day+real time time stamp+version+validity; MODAL 076; load requires 066; overwrite confirmation explicit,task09,task04;task07;task10,NOT_ASSESSED
UI-SET,UI-SET-078,docs/ui_ux_controls.md,256,"Settings/menu: “Game menu”or“Settings”; MODAL; Resume, Save, Load, Settings, Main menu, Quit via 066/067/092 templates",task10,task09,NOT_ASSESSED
UI-SET,UI-SET-079,docs/ui_ux_controls.md,257,Setting control: Setting label+value+effect+restart requirement; MODAL 078; complete field catalog in Section 8,task10,,NOT_ASSESSED
UI-SET,UI-SET-080,docs/ui_ux_controls.md,258,Key binding row: Action+primary binding+alternate binding+conflict state; MODAL 078; activate 081,task10,,NOT_ASSESSED
UI-SET,UI-SET-081,docs/ui_ux_controls.md,259,Rebind capture: “Press a new key or mouse button for ”+action+“; Escape cancels”; MODAL; consumes all input except OS reserved keys,task10,,NOT_ASSESSED
UI-SET,UI-SET-082,docs/ui_ux_controls.md,260,Name editor: “Name this notable resident”; SELECTED resident pin;2–32 characters; invalid unicode controls rejected,task08,task10,NOT_ASSESSED
UI-SET,UI-SET-083,docs/ui_ux_controls.md,261,Victory panel: “Hearth Charter earned”+summary; CONDITION M4; Continue 066; Save 076; Menu 092,task08,task09;task10,NOT_ASSESSED
UI-SET,UI-SET-084,docs/ui_ux_controls.md,262,Collapse panel: “Settlement ended; no living residents remain”; CONDITION collapse; Load 076; New/menus 092,task08,task09;task10,NOT_ASSESSED
UI-SET,UI-SET-085,docs/ui_ux_controls.md,263,Error panel: Error code+plain reason+recovery action; CONDITION save/path/capacity fault; critical integrity use stop modal,task10,task05;task06;task09,NOT_ASSESSED
UI-SET,UI-SET-086,docs/ui_ux_controls.md,264,Pause label: “Paused: ”+ordered_pause_reasons; CONDITION paused; not clickable; no empty hit rect,task04,task10,NOT_ASSESSED
UI-SET,UI-SET-087,docs/ui_ux_controls.md,265,World access list: “World locations and entities”; F6/accessible mode; resident/building/zone/resource/tile categories; keyboard camera/pick/place,task04,task06;task08;task10,NOT_ASSESSED
UI-SET,UI-SET-088,docs/ui_ux_controls.md,266,Cycle selection: “Next selected resident”/“Previous selected resident”; SELECTED multiple; Tab/Shift Tab in world focus,task04,task08;task10,NOT_ASSESSED
UI-SET,UI-SET-089,docs/ui_ux_controls.md,267,Zoom buttons: “Zoom in”/“Zoom out”; ALWAYS via map layers; keyboard PageUp/Down,task10,,NOT_ASSESSED
UI-SET,UI-SET-090,docs/ui_ux_controls.md,268,"Pitch slider: “Camera pitch ”+degrees+“ degrees below horizon”; CONDITION camera options; min 35, max 65, step 1",task10,,NOT_ASSESSED
UI-SET,UI-SET-091,docs/ui_ux_controls.md,269,Schedule template: “Schedule template: ”+name; WORKSPACE 042; Day/Night/Flexible; preview before apply,task04,task08;task10,NOT_ASSESSED
UI-SET,UI-SET-092,docs/ui_ux_controls.md,270,Back/menu action: Explicit action“Back”/“Main menu”/“Quit game”/“New settlement”; MODAL; dirty save warning when leaving world,task10,task04;task09,NOT_ASSESSED
UI-SET,UI-SET-093,docs/ui_ux_controls.md,271,Panel close: “Close ”+panel_title; CONDITION panel open; never close unrecoverable LOAD state,task10,task09,NOT_ASSESSED
UI-SET,UI-SET-094,docs/ui_ux_controls.md,272,Scroll bar: “Scroll ”+panel_title+position percent; CONDITION overflow;24 px in access mode; wheelworks inside owner,task10,,NOT_ASSESSED
UI-SET,UI-SET-095,docs/ui_ux_controls.md,273,Tab navigation: “Next tab”/“Previous tab”; CONDITION overflow tabs; Ctrl+Tab/Shift+Ctrl+Tab,task10,task05,NOT_ASSESSED
UI-SET,UI-SET-096,docs/ui_ux_controls.md,274,Context quick menu: “Actions for ”+target; CONDITION context; row buttons 066/067 with action labels; outside click consumed,task10,,NOT_ASSESSED
UI-SET,UI-SET-097,docs/ui_ux_controls.md,275,Relief seed action: “Request annual relief seeds; arrives next dawn”; CONDITION seed deadlock or help menu; disable if used this year,task07,task03;task10,NOT_ASSESSED
UI-SET,UI-SET-098,docs/ui_ux_controls.md,276,Pin resident/item: “Pin and name resident”or“Pin resource counter”; SELECTED/ledger; resident pin opens 082; resource pin changes ledger favorites,task08,task10,NOT_ASSESSED
UI-SET,UI-SET-099,docs/ui_ux_controls.md,277,Ration reserve: “Keep ”+quantity+“ ration units for reserves”; M2; future transfer execution hidden,task07,task10,NOT_ASSESSED
UI-SET,UI-SET-100,docs/ui_ux_controls.md,278,"Work policy: Policy name+enabled state+consequence; CONDITION; Auto fallback, Dangerous work, Intensive harvest, Pause production, Auto immigration each has stable instance key",task04,task07;task08;task10,NOT_ASSESSED
UI-SET,UI-SET-101,docs/ui_ux_controls.md,279,"Date trigger: “Year ”+year+“, ”+season+“, day ”+day+“, ”+hour24+“. Open calendar”; ALWAYS; icon in narrow, text otherwise; activates 018; T shortcut",task04,task03;task07;task10,NOT_ASSESSED
UI-SET,UI-SET-102,docs/ui_ux_controls.md,280,"History trigger: “Notification history; ”+unread_count+“ unread”; ALWAYS, even when no alerts; activates 012; N shortcut",task04,task10,NOT_ASSESSED
UI-SET,UI-SET-103,docs/ui_ux_controls.md,281,New settlement: “Create a settlement”; Main menu New settlement action; configuration and initialization below,task04,task07;task10,NOT_ASSESSED
REQ-UX,REQ-UX-001,docs/ui_ux_controls.md,463,"The UI shall implement every registered element using its complete size, profile, label, gate, and behavior contract.",task10,,NOT_ASSESSED
REQ-UX,REQ-UX-002,docs/ui_ux_controls.md,464,"When an input event is accepted by a visible control or active tool, the UI shall prevent that event from issuing a world command.",task04,task06;task10,NOT_ASSESSED
